Ticker,Latest Close,RSI,SMA20,SMA50,SMA200,52W High,52W Low,Volatility,Avg Volume,Rel Performance,Uptrend,Downtrend,Wedge,Trendline Support,Triangle Asc,Channel Up,Channel Down,Double Bottom,Multiple Bottom,Head and Shoulders
CITY,97.0,51.515151515151516,94.05,87.64,94.04,160.0,50.0,6.525254582638323,12358905.0,-0.9854135338345865,No,No,Yes,Yes,Yes,Yes,No,No,No,No
CLAY,930.0,100.0,845.5,736.7,373.66,930.0,110.0,45.1743697710367,163560.0,-0.8601503759398497,No,No,No,Yes,No,Yes,No,No,No,No
CLEO,1395.0,52.05479452054794,1377.25,1291.8,1301.0,1660.0,925.0,34.20526275297183,6522445.0,-0.7902255639097744,No,No,No,Yes,No,Yes,No,No,Yes,No
CLPI,1205.0,72.72727272727273,1171.0,1093.0,1070.15,1280.0,995.0,18.595415394232038,253740.0,-0.818796992481203,No,No,No,Yes,No,Yes,No,No,No,No
CMNP,1400.0,25.842696629213478,1504.0,1707.6,1750.225,3970.0,1390.0,53.569310735078346,1478420.0,-0.7894736842105263,No,No,No,No,No,No,Yes,Yes,Yes,No
CMNT,875.0,56.25,864.25,858.5,946.975,1145.0,760.0,11.975852897867371,26690170.0,-0.868421052631579,No,No,No,No,Yes,No,No,Yes,Yes,No
CMPP,78.0,0.0,79.05,82.0,81.695,120.0,52.0,1.1821033883815684,76160.0,-0.9882706766917293,No,No,Yes,No,Yes,No,Yes,Yes,No,No
CMRY,4660.0,50.0,4487.5,4393.2,5007.525,5750.0,4030.0,72.92930968085567,2498965.0,-0.2992481203007519,No,No,No,No,No,No,No,Yes,No,No
CNKO,34.0,25.0,35.35,35.08,19.21,46.0,4.0,0.8522416260962603,18636700.0,-0.9948872180451128,No,No,Yes,Yes,Yes,No,No,Yes,No,No
CNMA,154.0,69.64285714285714,145.25,134.28,178.71,230.0,112.0,4.223991626759922,38251565.0,-0.9768421052631578,No,No,Yes,No,Yes,No,No,Yes,No,No
CNTB,250.0,,250.0,250.0,250.0,250.0,250.0,0.0,0.0,-0.9624060150375939,No,No,Yes,No,Yes,No,No,Yes,Yes,No
CNTX,142.0,,142.0,142.0,142.0,142.0,140.0,0.0,0.0,-0.9786466165413534,No,No,Yes,No,Yes,No,No,Yes,Yes,No
COAL,42.0,71.42857142857143,39.65,39.44,37.17,50.0,20.0,0.512989175825291,2552930.0,-0.9936842105263158,No,No,Yes,Yes,Yes,Yes,No,No,No,No
COCO,175.0,92.1875,78.0,75.5,87.26,175.0,63.0,10.148761915663998,19447105.0,-0.9736842105263158,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
COWL,50.0,,50.0,50.0,50.0,50.0,50.0,0.0,0.0,-0.9924812030075187,No,No,Yes,No,Yes,No,No,Yes,Yes,No
CPIN,4900.0,74.0,4610.0,4455.4,4785.75,5550.0,3980.0,56.43813566990453,8232100.0,-0.26315789473684215,No,No,No,Yes,No,Yes,No,No,No,No
CPRI,50.0,,50.0,50.0,50.0,50.0,50.0,0.0,0.0,-0.9924812030075187,No,No,Yes,No,Yes,No,No,Yes,Yes,No
CPRO,52.0,54.54545454545455,51.7,50.68,50.395,60.0,50.0,1.9324105480121596,78430820.0,-0.9921804511278195,No,No,Yes,Yes,Yes,Yes,No,No,No,No
CRAB,248.0,37.5,253.1,258.96,260.07,312.0,240.0,1.9029063643103996,1208320.0,-0.9627067669172933,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
CRSN,117.0,60.526315789473685,114.2,112.38,104.705,137.0,91.0,6.892215288185851,2131445.0,-0.982406015037594,No,No,Yes,Yes,Yes,Yes,No,No,No,No
CSAP,284.0,29.545454545454547,308.7,359.0,440.02,555.0,278.0,7.602631123483383,479140.0,-0.9572932330827068,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
CSIS,71.0,46.666666666666664,73.9,74.26,62.81,87.0,17.0,3.676382661454151,956035.0,-0.9893233082706767,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
CSMI,2500.0,100.0,2228.0,2451.4,2813.4,3500.0,2000.0,66.8462493535078,37135.0,-0.6240601503759399,No,No,No,No,No,No,No,Yes,No,No
CSRA,645.0,58.82352941176471,648.5,666.5,668.675,750.0,406.0,25.105042479440282,924960.0,-0.9030075187969925,No,No,No,No,No,No,Yes,Yes,No,No
CTBN,4880.0,72.84836065573771,3726.5,2919.0,2397.35,5825.0,1075.0,156.01007895915538,4085.0,-0.2661654135338346,No,No,No,Yes,No,Yes,No,No,No,No
CTRA,1010.0,69.76744186046511,936.75,858.5,1087.475,1405.0,720.0,13.025784146505519,25570610.0,-0.8481203007518797,No,No,No,No,No,No,No,No,No,No
CTTH,25.0,45.45454545454546,25.75,25.84,25.84,30.0,12.0,0.7451598202157652,53355.0,-0.9962406015037594,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
CUAN,11700.0,87.35177865612648,8191.25,7315.8,8495.075,14800.0,4740.0,269.45363823465925,17130255.0,0.7593984962406015,No,No,No,Yes,No,Yes,No,No,No,No
CYBR,1055.0,60.20408163265306,1019.5,812.3,472.845,1150.0,272.0,45.30234686612387,26894580.0,-0.8413533834586466,No,No,No,Yes,No,Yes,No,No,No,No
DAAZ,4350.0,64.54545454545453,4100.5,4208.1,3062.675,7225.0,296.0,191.58342967573049,2855745.0,-0.3458646616541353,No,No,No,Yes,No,Yes,No,No,No,No
DADA,8.0,42.857142857142854,8.05,7.9,7.96,11.0,4.0,0.4701623455757283,15147400.0,-0.998796992481203,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
DART,146.0,70.27027027027027,136.75,139.04,169.5,274.0,73.0,9.400307945663691,441760.0,-0.9780451127819549,No,No,Yes,No,Yes,No,No,Yes,No,No
DATA,1440.0,70.52631578947368,1289.5,1341.8,869.44,2120.0,136.0,70.21536419061536,28318810.0,-0.7834586466165414,No,No,No,Yes,No,Yes,No,No,No,No
DAYA,1080.0,56.91489361702128,1100.25,1009.3,683.685,1400.0,324.0,108.35370928486583,198285.0,-0.837593984962406,No,No,No,Yes,No,Yes,No,Yes,No,No
DCII,157725.0,23.376623376623385,161938.75,155095.5,72640.0,226150.0,35150.0,6295.285804096832,6455.0,22.718045112781954,No,No,No,Yes,No,Yes,No,No,No,No
DEAL,6.0,,6.0,6.0,6.0,6.0,6.0,0.0,0.0,-0.9990977443609023,No,No,Yes,No,Yes,No,No,Yes,Yes,No
DEFI,1455.0,,1455.0,1455.0,1455.0,1455.0,1455.0,0.0,5.0,-0.781203007518797,No,No,Yes,No,Yes,No,No,Yes,Yes,No
DEPO,230.0,58.82352941176471,228.6,223.4,256.73,382.0,200.0,6.361065775625835,84610.0,-0.9654135338345865,No,No,Yes,No,Yes,No,No,Yes,No,No
DEWA,159.0,81.69014084507043,136.25,123.54,100.64,169.0,57.0,6.424459830805572,505216875.0,-0.9760902255639098,No,No,Yes,Yes,Yes,Yes,No,No,No,No
DEWI,95.0,47.368421052631575,93.1,94.24,84.68,100.0,62.0,0.9233804665426332,26050110.0,-0.9857142857142858,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
DFAM,51.0,60.0,50.2,50.08,50.43,54.0,50.0,1.3803126692612426,675000.0,-0.9923308270676692,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
DGIK,69.0,60.0,66.9,66.64,77.925,93.0,63.0,1.31689423772782,3075785.0,-0.989624060150376,No,No,Yes,No,Yes,No,No,No,No,No
DGNS,173.0,50.0,165.85,158.98,213.985,342.0,129.0,13.613074207570607,11927200.0,-0.9739849624060151,No,No,Yes,No,Yes,No,No,No,No,No
DGWG,446.0,50.42372881355932,454.85,414.1,268.96,520.0,129.0,14.998596422469507,15887485.0,-0.9329323308270676,No,No,No,Yes,No,Yes,No,No,Yes,No
DIGI,16.0,50.0,16.5,16.4,15.665,19.0,10.0,0.638666300874055,218725.0,-0.997593984962406,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
DILD,148.0,46.666666666666664,148.3,133.24,167.785,228.0,112.0,6.054793656507152,32948030.0,-0.9777443609022556,No,No,Yes,No,Yes,No,No,Yes,No,No
DIVA,102.0,56.75675675675676,94.65,91.14,116.66,195.0,72.0,6.467733672196115,6783615.0,-0.9846616541353383,No,No,Yes,No,Yes,No,No,No,No,No
DKFT,378.0,80.58252427184466,307.6,271.5,201.16,414.0,89.0,13.34403079290455,106055330.0,-0.9431578947368421,No,No,No,Yes,Yes,Yes,No,No,No,No
DKHH,84.0,20.289855072463766,266.75,,201.52,414.0,84.0,21.37411124435843,180372395.0,-0.9873684210526316,No,Yes,No,No,No,No,Yes,Yes,Yes,No
DLTA,2210.0,70.83333333333333,2156.5,2098.9,2317.325,3360.0,1920.0,30.517466955518614,65540.0,-0.6676691729323307,No,No,No,No,No,No,No,No,No,No
DMAS,147.0,47.56097560975609,155.4,142.6,152.45,178.0,129.0,5.7479973548427195,226079155.0,-0.9778947368421053,No,No,Yes,No,Yes,No,No,No,Yes,No
DMMX,392.0,55.319148936170215,395.0,368.24,233.43,416.0,63.0,6.955497629615941,5827230.0,-0.9410526315789474,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
DMND,785.0,52.94117647058823,773.5,782.5,783.55,820.0,690.0,4.729526504807667,10060.0,-0.8819548872180452,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
DNAR,119.0,64.91228070175438,109.25,101.72,103.855,167.0,73.0,5.326201363047115,7113030.0,-0.9821052631578947,No,No,Yes,Yes,Yes,Yes,No,No,No,No
DNET,10000.0,61.42857142857143,9880.0,9543.5,8538.8,11300.0,4530.0,540.5817407395149,14485.0,0.5037593984962405,No,No,No,Yes,No,Yes,No,Yes,No,No
DOID,498.0,71.63461538461539,449.25,423.78,589.985,785.0,342.0,19.77578263569887,12252745.0,-0.9251127819548872,No,No,No,No,Yes,No,No,No,No,No
DOOH,111.0,57.692307692307686,108.55,103.98,75.99,145.0,51.0,4.9446941166150635,221212155.0,-0.9833082706766917,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
DOSS,167.0,69.44444444444444,156.45,142.08,175.345,328.0,73.0,7.095402507893023,7487770.0,-0.9748872180451128,No,No,Yes,No,Yes,No,No,No,No,No
DPNS,260.0,72.0,240.5,224.94,300.565,430.0,188.0,4.3757705981880415,109865.0,-0.9609022556390977,No,No,Yes,No,Yes,No,No,No,No,No
DPUM,50.0,50.0,50.1,50.12,54.05,81.0,12.0,1.4725559274431113,1135290.0,-0.9924812030075187,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
DRMA,1035.0,65.85365853658536,985.5,941.4,997.325,1185.0,815.0,12.719131876686898,959980.0,-0.8443609022556391,No,No,No,Yes,No,Yes,No,Yes,No,No
DSFI,56.0,69.23076923076923,53.05,51.9,55.225,69.0,50.0,2.844662575769836,4973840.0,-0.991578947368421,No,No,Yes,Yes,Yes,Yes,No,No,No,No
DSNG,805.0,60.6060606060606,766.0,787.5,901.525,1370.0,610.0,15.498302111138582,25013075.0,-0.8789473684210526,No,No,No,No,No,No,No,No,No,No
DSSA,51275.0,88.81720430107526,46567.5,41673.5,39650.375,51275.0,12275.0,938.6957286855863,3601570.0,6.7105263157894735,No,No,No,Yes,No,Yes,No,No,No,No
DUTI,3800.0,100.0,3455.5,3392.8,3873.95,4950.0,3250.0,64.79928524550866,2210.0,-0.4285714285714286,No,No,Yes,No,Yes,No,No,No,No,No
DVLA,1680.0,79.59183673469389,1613.5,1530.4,1630.55,1815.0,1370.0,28.436216713207113,25910.0,-0.7473684210526316,No,No,No,Yes,No,Yes,No,No,No,No
DWGL,266.0,67.9245283018868,248.8,254.12,186.99,420.0,96.0,24.407720950820373,4286150.0,-0.96,No,No,No,Yes,No,Yes,No,No,No,No
DYAN,86.0,35.71428571428572,86.5,87.1,98.57,125.0,75.0,1.4244112032664145,1636755.0,-0.9870676691729323,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
EAST,103.0,71.42857142857143,99.85,99.84,111.57,130.0,95.0,2.277463943254508,1693030.0,-0.9845112781954887,No,No,Yes,No,Yes,No,No,Yes,No,No
ECII,195.0,41.935483870967744,195.15,191.68,231.66,360.0,160.0,3.300318949857828,3146345.0,-0.9706766917293234,No,No,Yes,No,Yes,No,No,Yes,Yes,No
EDGE,3920.0,25.641025641025635,4046.0,4424.4,4124.675,6700.0,3580.0,203.66122541306643,118625.0,-0.41052631578947374,No,No,No,No,No,No,Yes,Yes,No,No
EKAD,198.0,64.51612903225806,191.6,190.3,214.155,238.0,176.0,2.2384204751883656,209350.0,-0.9702255639097744,No,No,Yes,No,Yes,No,No,No,No,No
ELIT,191.0,47.61904761904762,191.8,197.62,138.83,280.0,90.0,5.720461879825028,18425070.0,-0.9712781954887219,No,No,Yes,Yes,Yes,No,No,No,No,No
ELPI,352.0,45.16129032258065,360.2,363.76,353.15,392.0,270.0,4.423620797563118,383560.0,-0.9470676691729323,No,No,Yes,No,Yes,No,Yes,No,Yes,No
ELSA,520.0,79.1044776119403,464.8,423.76,455.805,540.0,374.0,7.377776010114839,29709320.0,-0.9218045112781955,No,No,Yes,Yes,Yes,Yes,No,No,No,No
ELTY,9.0,42.857142857142854,10.05,10.74,12.205,19.0,6.0,0.48936039083983696,31892555.0,-0.9986466165413533,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
EMDE,97.0,37.5,100.05,104.3,132.05,214.0,77.0,3.1871452186553726,2221465.0,-0.9854135338345865,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
EMTK,560.0,59.25925925925926,553.0,537.96,494.36,640.0,350.0,9.59111430399885,35275100.0,-0.9157894736842105,No,No,No,Yes,Yes,Yes,No,Yes,No,No
ENAK,725.0,50.0,727.0,679.3,752.575,1080.0,500.0,10.69616261305819,503145.0,-0.8909774436090225,No,No,Yes,No,Yes,No,No,Yes,No,No
ENRG,222.0,76.19047619047619,198.45,182.78,217.015,304.0,159.0,3.60518630989392,39210210.0,-0.9666165413533835,No,No,Yes,Yes,Yes,Yes,No,No,No,No
ENZO,40.0,68.42105263157895,35.35,34.22,35.39,44.0,21.0,1.7851728244585163,515295.0,-0.9939849624060151,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
EPAC,12.0,75.0,9.75,9.7,10.165,15.0,6.0,0.4701622480507489,2488780.0,-0.9981954887218045,No,No,Yes,Yes,Yes,Yes,No,No,No,No
EPMT,2450.0,84.375,2325.5,2214.0,2370.55,2560.0,2050.0,18.144159562353085,19490.0,-0.631578947368421,No,No,No,Yes,No,Yes,No,No,No,No
ERAA,486.0,65.5,465.25,418.5,417.335,535.0,312.0,14.830267766072744,92308085.0,-0.9269172932330827,No,No,No,Yes,Yes,Yes,No,No,No,No
ERAL,292.0,69.44444444444444,272.3,262.04,266.9,330.0,198.0,7.3240770866504965,5822945.0,-0.9560902255639098,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
ERTX,116.0,69.33333333333334,94.35,91.2,112.145,294.0,78.0,7.151738832553092,7996105.0,-0.9825563909774436,No,No,Yes,Yes,Yes,Yes,No,No,No,No
ESIP,34.0,66.66666666666666,28.45,25.42,26.405,40.0,16.0,0.8207826255729442,754350.0,-0.9948872180451128,No,No,Yes,Yes,Yes,Yes,No,No,No,No
ESSA,630.0,49.090909090909086,609.5,616.6,788.75,985.0,540.0,15.917137401747999,25782290.0,-0.9052631578947369,No,No,No,No,No,No,No,No,Yes,No
ESTA,67.0,38.888888888888886,69.05,73.96,90.72,134.0,63.0,1.7137216848715169,3314065.0,-0.9899248120300752,No,No,Yes,No,Yes,No,Yes,No,No,No
ESTI,39.0,100.0,37.25,36.94,38.94,52.0,25.0,0.4893603908451518,26725.0,-0.9941353383458646,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
EURO,166.0,69.04761904761905,160.45,157.82,171.19,300.0,79.0,4.372160722306341,16897785.0,-0.9750375939849624,No,No,Yes,No,Yes,No,No,Yes,No,No
EXCL,2200.0,62.50000000000001,2155.5,2207.6,2237.15,2610.0,2080.0,18.1803827159376,12236480.0,-0.6691729323308271,No,No,No,No,No,No,Yes,No,No,No
FAST,177.0,55.55555555555556,170.35,198.24,332.47,800.0,158.0,11.428956756397797,2953020.0,-0.9733834586466166,No,No,Yes,No,Yes,No,Yes,Yes,No,No
FILM,2850.0,65.71428571428572,2629.0,2794.8,3565.6,5100.0,2030.0,68.640942208552,6051070.0,-0.5714285714285714,No,No,No,No,No,No,No,No,No,No
FIRE,79.0,55.88235294117647,77.5,77.64,89.98,112.0,67.0,5.4894635834740475,16293145.0,-0.9881203007518797,No,No,Yes,No,Yes,No,No,No,Yes,No
FITT,250.0,88.27586206896552,167.8,147.62,111.615,580.0,95.0,22.7185873336009,7569160.0,-0.9624060150375939,No,No,No,Yes,Yes,Yes,No,No,No,No
FLMC,69.0,97.29729729729729,41.1,43.8,71.54,118.0,22.0,2.502104359083278,7477770.0,-0.989624060150376,No,No,Yes,No,Yes,No,No,No,No,No
FMII,416.0,64.60176991150442,387.2,362.12,348.59,550.0,126.0,30.623520370923234,1068395.0,-0.9374436090225564,No,No,No,Yes,No,Yes,No,No,No,No
FOLK,52.0,75.0,50.15,50.06,51.41,71.0,50.0,3.7006400459982434,8218320.0,-0.9921804511278195,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
FOOD,107.0,53.846153846153854,106.8,110.44,115.815,165.0,101.0,1.7129537163207842,12200.0,-0.9839097744360902,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
FORE,386.0,60.0,368.8,,143.895,410.0,101.0,29.33562590565622,95551335.0,-0.9419548872180451,No,No,Yes,Yes,No,Yes,No,No,No,No
FORU,1520.0,40.86021505376344,1495.25,1449.5,2928.425,7000.0,610.0,103.12103261862134,2652320.0,-0.7714285714285715,No,No,No,No,No,No,No,Yes,No,No
FPNI,189.0,58.33333333333333,186.75,182.06,187.305,220.0,141.0,6.39160633070874,1677785.0,-0.9715789473684211,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
FUJI,334.0,53.57142857142857,336.1,345.32,266.805,390.0,183.0,15.805062477191544,46755.0,-0.9497744360902256,No,No,No,Yes,Yes,No,No,No,No,No
FUTR,83.0,20.689655172413794,94.65,99.84,89.23,172.0,7.0,3.166851318928668,9148160.0,-0.9875187969924812,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
FWCT,177.0,44.285714285714285,171.65,175.86,134.73,228.0,93.0,11.168564903920833,3826490.0,-0.9733834586466166,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
GDST,91.0,85.71428571428572,80.6,79.44,102.775,147.0,75.0,0.9665456192292395,362570.0,-0.9863157894736843,No,No,Yes,No,Yes,No,No,No,No,No
GDYR,1220.0,62.50000000000001,1188.5,1188.2,1358.275,1680.0,1010.0,26.36285265118644,18645.0,-0.8165413533834587,No,No,No,No,No,No,No,Yes,No,No
GEMA,100.0,57.89473684210526,104.55,131.52,206.665,326.0,97.0,13.653224023050884,3780220.0,-0.9849624060150376,No,No,Yes,No,Yes,No,Yes,Yes,No,No
GEMS,9475.0,57.4468085106383,9195.0,8648.0,10346.625,15675.0,6000.0,216.01580716993794,303960.0,0.42481203007518786,No,No,No,No,No,No,No,No,No,No
GGRM,10100.0,46.42857142857143,9838.75,10035.5,13148.625,19375.0,8675.0,152.2366146563165,513595.0,0.518796992481203,No,No,No,No,No,No,No,Yes,No,No
GHON,1660.0,84.61538461538461,1537.75,1501.6,1622.525,2040.0,1395.0,53.812540114666696,23930.0,-0.750375939849624,No,No,No,Yes,No,Yes,No,No,No,No
GIAA,42.0,58.33333333333333,39.15,39.38,54.155,76.0,31.0,0.6048052427314187,35457645.0,-0.9936842105263158,No,No,Yes,No,Yes,No,No,Yes,Yes,No
GJTL,1135.0,68.88888888888889,1076.25,1051.1,1157.4,1370.0,885.0,17.659051649830854,6424270.0,-0.8293233082706767,No,No,No,No,No,No,No,No,No,No
GLOB,60.0,0.0,83.8,85.8,70.1,118.0,41.0,0.994722872039553,375.0,-0.9909774436090225,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
GMFI,55.0,76.92307692307693,47.9,45.36,54.07934120178223,71.0,39.0,0.9403246430163894,998285.0,-0.9917293233082707,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
GMTD,2760.0,38.095238095238095,2890.5,2744.4,3828.1,6575.0,2260.0,104.70384298941205,2750.0,-0.5849624060150376,No,No,No,No,No,No,No,Yes,Yes,No
GOLD,254.0,50.0,253.8,254.68,278.34,374.0,234.0,5.425087912251619,90580.0,-0.9618045112781954,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
GOLF,248.0,71.875,227.8,207.72,214.595,292.0,184.0,3.071087568873487,6386655.0,-0.9627067669172933,No,No,Yes,Yes,Yes,Yes,No,No,No,No
GOOD,372.0,54.054054054054056,372.5,372.12,388.16,464.0,340.0,7.387044128806598,393635.0,-0.9440601503759398,No,No,Yes,No,Yes,No,Yes,No,No,No
GOTO,71.0,21.73913043478261,79.75,79.56,70.135,87.0,50.0,1.5381122787124655,4141503125.0,-0.9893233082706767,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
GPRA,130.0,85.71428571428571,104.75,90.64,91.02,134.0,71.0,3.4864398842032203,58795015.0,-0.9804511278195489,No,No,Yes,Yes,Yes,Yes,No,No,No,No
GPSO,406.0,59.2,390.7,418.06,359.3,1225.0,103.0,18.249729627789453,2980435.0,-0.9389473684210526,No,No,No,Yes,No,No,No,No,No,No
GRIA,90.0,53.33333333333333,89.15,89.94,135.345,230.0,85.0,1.7320507810800976,89060.0,-0.9864661654135338,No,No,Yes,No,Yes,No,No,Yes,No,No
GRPH,50.0,,50.0,50.0,50.02,51.0,50.0,0.7451597587786285,2613160.0,-0.9924812030075187,No,No,Yes,No,Yes,No,No,Yes,Yes,No
GRPM,57.0,67.64705882352942,50.45,52.24,55.835,100.0,42.0,1.7800058878761909,3228040.0,-0.9914285714285714,No,No,Yes,Yes,Yes,Yes,No,No,No,No
GSMF,54.0,50.0,54.0,53.5,53.6,64.0,50.0,1.23969432259976,241860.0,-0.9918796992481203,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
GTBO,132.0,22.222222222222214,136.0,138.0,221.815,328.0,119.0,3.7455236318437786,180310.0,-0.9801503759398497,No,No,Yes,No,Yes,No,Yes,Yes,No,No
GTRA,129.0,71.64179104477611,117.85,108.36,118.145,139.0,87.0,8.739504978929066,3365675.0,-0.9806015037593985,No,No,Yes,Yes,Yes,Yes,No,No,No,No
GTSI,41.0,45.00000000000001,42.5,39.94,36.995,50.0,23.0,1.2565616883515418,1749230.0,-0.9938345864661654,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
GULA,302.0,60.526315789473685,298.7,295.48,435.61,1035.0,270.0,9.405485516604072,2589880.0,-0.9545864661654135,No,No,Yes,No,Yes,No,No,Yes,No,No
GUNA,320.0,88.57142857142857,285.9,284.72,311.58,404.0,202.0,9.773756478336496,1256785.0,-0.9518796992481203,No,No,Yes,Yes,Yes,Yes,No,No,No,No
GWSA,124.0,57.14285714285714,123.25,122.96,133.99,165.0,118.0,1.2096105997263762,218110.0,-0.9813533834586466,No,No,Yes,No,Yes,No,No,Yes,No,No
GZCO,100.0,63.63636363636363,95.65,93.7,96.665,126.0,78.0,1.376494369894162,15335080.0,-0.9849624060150376,No,No,Yes,Yes,Yes,Yes,No,No,No,No
HADE,13.0,88.88888888888889,7.85,7.36,6.75,16.0,2.0,0.5104176956166344,8596970.0,-0.9980451127819548,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
HAIS,197.0,36.36363636363636,197.4,200.94,212.705,236.0,194.0,0.6958523080032251,9426135.0,-0.9703759398496241,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
HAJJ,280.0,79.41176470588235,228.45,203.68,139.175,284.0,78.0,12.08685671179927,25644935.0,-0.9578947368421052,Yes,No,No,Yes,Yes,Yes,No,No,No,No
HALO,52.0,56.25,51.55,50.62,59.565,78.0,33.0,1.8035053332810076,5386575.0,-0.9921804511278195,No,No,Yes,No,Yes,No,No,No,No,No
HATM,260.0,57.89473684210526,257.2,260.04,266.69,314.0,220.0,1.8666039844013105,29645025.0,-0.9609022556390977,No,No,Yes,No,Yes,No,Yes,Yes,No,No
HBAT,58.0,77.41935483870968,42.95,41.2,36.825,58.0,24.0,1.8353258459672115,1214480.0,-0.9912781954887218,No,No,Yes,Yes,Yes,Yes,No,No,No,No
HDFA,107.0,58.33333333333333,105.45,106.24,120.635,168.0,82.0,3.3701475702239096,44885.0,-0.9839097744360902,No,No,Yes,No,Yes,No,No,Yes,No,No
HDIT,19.0,50.0,18.4,19.34,18.005,44.0,7.0,0.5104176956143243,803735.0,-0.9971428571428571,No,No,Yes,Yes,Yes,No,No,Yes,No,No
HEAL,1400.0,81.65137614678899,1191.25,1192.2,1366.25,1685.0,985.0,34.96144492848667,16422625.0,-0.7894736842105263,No,No,No,Yes,No,Yes,No,No,No,No
HELI,274.0,62.9757785467128,237.8,223.12,288.82,730.0,116.0,21.887932265424265,1939150.0,-0.958796992481203,No,No,No,No,Yes,No,No,Yes,No,No
HERO,390.0,57.5,383.7,426.68,566.315,750.0,376.0,17.785564812449802,270355.0,-0.9413533834586466,No,No,No,No,Yes,No,Yes,Yes,No,No
HEXA,5175.0,90.97744360902256,4713.0,4408.2,5266.1,6725.0,3940.0,55.78329782021216,243020.0,-0.22180451127819545,No,No,No,No,No,No,No,No,No,No
HGII,176.0,33.33333333333333,178.15,174.28,2847.61,6725.0,146.0,1.6311119593766985,14809450.0,-0.9735338345864661,No,No,Yes,No,Yes,No,No,Yes,No,No
HILL,290.0,20.0,304.1,337.38,416.605,660.0,286.0,3.425907472995142,34901900.0,-0.956390977443609,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
HMSP,635.0,53.33333333333333,605.75,568.8,647.725,855.0,510.0,6.934847162808547,19024275.0,-0.9045112781954887,No,No,Yes,No,Yes,No,No,No,No,No
HOKI,96.0,57.14285714285714,93.75,88.06,110.895,168.0,70.0,4.3395367097898685,22290290.0,-0.9855639097744361,No,No,Yes,No,Yes,No,No,No,No,No
HOMI,218.0,51.21951219512195,222.4,258.48,276.695,468.0,133.0,12.282207923958925,465360.0,-0.967218045112782,No,No,Yes,No,Yes,No,Yes,Yes,No,No
HOPE,37.0,33.33333333333333,42.95,41.1,32.7,58.0,15.0,1.2523661448786707,448850.0,-0.9944360902255639,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
HOTL,50.0,,50.0,50.0,50.0,50.0,50.0,0.0,0.0,-0.9924812030075187,No,No,Yes,No,Yes,No,No,Yes,Yes,No
HRME,29.0,58.33333333333333,27.5,29.14,34.285,51.0,19.0,1.0399898343592293,850710.0,-0.9956390977443609,No,No,Yes,No,Yes,No,Yes,No,Yes,No
HRTA,625.0,52.50000000000001,633.5,557.74,441.64,710.0,316.0,21.90890229812239,66634955.0,-0.9060150375939849,No,No,No,Yes,No,Yes,No,Yes,Yes,No
HRUM,815.0,55.55555555555556,791.75,744.3,1063.275,1430.0,605.0,28.675819630615642,39238465.0,-0.8774436090225564,No,No,No,No,No,No,No,Yes,No,No
HUMI,57.0,62.06896551724138,53.3,51.32,56.705,87.0,50.0,3.3623300055337997,79958030.0,-0.9914285714285714,No,No,Yes,Yes,Yes,Yes,No,No,No,No
HYGN,132.0,46.666666666666664,130.45,130.42,134.915,168.0,117.0,2.9960500158897267,711950.0,-0.9801503759398497,No,No,Yes,No,Yes,No,No,No,No,No
IATA,47.0,55.55555555555556,46.65,47.54,46.135,61.0,24.0,0.7863974572890109,4087860.0,-0.9929323308270677,No,No,Yes,Yes,Yes,No,No,Yes,No,No
