Ticker,Latest Close,RSI,SMA20,SMA50,SMA200,52W High,52W Low,Volatility,Avg Volume,Rel Performance,Uptrend,Downtrend,Wedge,Trendline Support,Triangle Asc,Channel Up,Channel Down,Double Bottom,Multiple Bottom,Head and Shoulders
PWON,398.0,73.07692307692308,381.2,373.96,424.925,530.0,312.0,2.980639266673167,36342815.0,-0.9401503759398496,No,No,Yes,No,Yes,No,No,No,No,No
PYFA,238.0,70.58823529411765,206.05,193.88,198.745,318.0,87.0,7.37278065919414,28670100.0,-0.9642105263157895,No,No,Yes,Yes,Yes,Yes,No,No,No,No
RAAM,274.0,13.63636363636364,293.0,288.28,381.15,625.0,234.0,7.468530463229299,1009400.0,-0.958796992481203,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
RAFI,25.0,37.5,27.15,28.52,29.685,50.0,17.0,0.48936039461597214,3941695.0,-0.9962406015037594,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
RAJA,2170.0,53.932584269662925,2096.75,2206.4,2157.975,4230.0,1020.0,64.89819963375378,36067750.0,-0.6736842105263158,No,No,No,Yes,No,No,No,No,No,No
RALS,478.0,80.55555555555556,418.7,375.76,385.49,480.0,332.0,9.743553869970546,30243110.0,-0.9281203007518797,Yes,No,No,Yes,Yes,Yes,No,No,No,No
RANC,426.0,38.18181818181818,433.4,428.12,494.295,600.0,390.0,7.324077086902409,29735.0,-0.9359398496240602,No,No,Yes,No,Yes,No,Yes,No,Yes,No
RATU,6025.0,66.23376623376623,5535.0,5413.9,2647.895,9200.0,390.0,110.69725190293947,9470125.0,-0.09398496240601506,No,No,No,Yes,No,Yes,No,No,No,No
RBMS,25.0,42.857142857142854,25.3,26.96,28.64,34.0,22.0,0.6386663043654451,226910.0,-0.9962406015037594,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
RCCC,127.0,36.36363636363636,128.1,122.16,263.265,610.0,98.0,2.6930710147519425,3091450.0,-0.9809022556390977,No,No,Yes,No,Yes,No,No,No,Yes,No
RDTX,12325.0,60.95238095238096,12131.25,12406.0,13795.0,15475.0,11675.0,389.0355821906806,2300.0,0.8533834586466165,No,No,No,No,No,No,Yes,No,Yes,No
REAL,38.0,48.78048780487806,37.75,22.94,12.345,46.0,4.0,1.1909747954496663,24423525.0,-0.9942857142857143,No,No,Yes,Yes,Yes,Yes,No,No,No,No
RELF,20.0,66.66666666666666,19.15,18.36,17.39,28.0,13.0,0.47016225109335735,2392395.0,-0.9969924812030075,No,No,Yes,Yes,Yes,Yes,No,No,No,No
RGAS,114.0,36.36363636363636,114.55,119.02,102.755,136.0,79.0,1.9324105249993693,17467460.0,-0.9828571428571429,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
RICY,39.0,66.66666666666666,39.85,48.2,70.41,105.0,35.0,1.0195457787554931,401600.0,-0.9941353383458646,No,No,Yes,No,Yes,No,Yes,No,No,No
RIGS,710.0,46.15384615384615,712.0,702.4,675.485,1150.0,480.0,16.936413586538407,42735.0,-0.8932330827067669,No,No,No,Yes,No,Yes,No,Yes,No,No
RISE,1060.0,69.23076923076923,1035.75,1013.8,1009.45,1070.0,945.0,8.973645619278923,181235.0,-0.8406015037593985,No,No,Yes,Yes,Yes,Yes,No,No,No,No
RMKE,510.0,50.0,515.25,519.28,544.55,655.0,488.0,5.4471141481077145,701560.0,-0.9233082706766917,No,No,Yes,No,Yes,No,Yes,Yes,No,No
RMKO,92.0,58.33333333333333,90.75,95.38,162.155,246.0,89.0,2.0228952454258176,475920.0,-0.9861654135338346,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
RODA,40.0,70.0,39.7,37.7,34.56,50.0,15.0,1.1821033507369012,38500.0,-0.9939849624060151,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
ROTI,855.0,46.666666666666664,862.25,898.2,968.125,1150.0,855.0,8.409737458536767,2446340.0,-0.8714285714285714,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
RSCH,472.0,48.93617021276596,469.0,371.8,320.69,484.0,190.0,9.324557272709802,2534505.0,-0.9290225563909774,No,No,No,Yes,Yes,Yes,No,Yes,No,No
RUIS,165.0,51.72413793103448,164.5,154.28,168.25,187.0,138.0,4.370655727666422,402905.0,-0.975187969924812,No,No,Yes,No,Yes,No,No,No,No,No
RUNS,50.0,50.0,49.5,50.74,59.33,88.0,45.0,1.231173986274323,252985.0,-0.9924812030075187,No,No,Yes,No,Yes,No,Yes,No,Yes,No
SAFE,187.0,86.48648648648648,169.65,203.38,266.735,484.0,159.0,7.716012053913759,511210.0,-0.9718796992481203,No,No,Yes,No,Yes,No,Yes,No,No,No
SAGE,14.0,42.857142857142854,13.5,12.26,12.985,50.0,9.0,0.5104176981226,4029560.0,-0.9978947368421053,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
SAME,278.0,34.48275862068965,296.0,297.0,279.5,330.0,220.0,5.86156076892011,1447705.0,-0.9581954887218045,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
SAMF,340.0,44.444444444444436,336.5,332.2,381.715,532.5,300.0,21.84731706798008,264665.0,-0.9488721804511279,No,No,Yes,No,Yes,No,No,No,Yes,No
SAPX,362.0,46.42857142857143,361.9,392.92,1783.105,3630.0,306.0,6.689347377134403,373545.0,-0.945563909774436,No,No,Yes,No,Yes,No,Yes,Yes,No,No
SATU,198.0,47.368421052631575,192.75,209.46,205.86,260.0,150.0,4.5352421063767165,7802265.0,-0.9702255639097744,No,No,Yes,No,Yes,No,Yes,No,No,No
SBMA,118.0,50.0,117.7,115.76,124.14,175.0,106.0,2.0994986657844215,811525.0,-0.9822556390977444,No,No,Yes,No,Yes,No,No,Yes,No,No
SCCO,2150.0,75.86206896551724,2096.0,2041.4,2133.7,2300.0,1900.0,28.157218386759837,27110.0,-0.6766917293233083,No,No,No,Yes,No,Yes,No,No,No,No
SCMA,172.0,23.529411764705884,191.05,193.74,158.605,232.0,117.0,4.165964842464699,144139615.0,-0.9741353383458646,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
SCNP,160.0,48.275862068965516,159.55,154.94,164.155,206.0,130.0,4.081730788104248,3324165.0,-0.9759398496240601,No,No,Yes,No,Yes,No,No,Yes,No,No
SDMU,27.0,62.50000000000001,25.45,25.34,25.25,30.0,14.0,0.606976905080598,79830.0,-0.9959398496240601,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
SDPC,130.0,76.47058823529412,125.15,124.66,133.65,173.0,116.0,1.6026293905131914,166675.0,-0.9804511278195489,No,No,Yes,No,Yes,No,No,No,No,No
SDRA,360.0,50.0,355.3,357.4,418.83,530.0,334.0,10.016302496444855,338295.0,-0.9458646616541353,No,No,Yes,No,Yes,No,No,Yes,No,No
SEMA,89.0,70.58823529411765,82.95,83.2,93.345,127.0,76.0,4.5105140231271195,2557895.0,-0.9866165413533835,No,No,Yes,No,Yes,No,No,No,No,No
SFAN,1925.0,76.92307692307693,1900.25,1873.8,1845.825,1925.0,1800.0,6.463460040894968,216515.0,-0.7105263157894737,No,No,Yes,Yes,Yes,Yes,No,No,No,No
SGER,358.0,69.23076923076923,341.9,329.28,394.12,640.0,292.0,16.617999116854662,21022495.0,-0.9461654135338345,No,No,No,No,Yes,No,No,Yes,No,No
SGRO,3060.0,92.13483146067415,2506.5,2317.6,2123.325,3100.0,1930.0,149.57483604824432,755015.0,-0.5398496240601504,No,No,No,Yes,No,Yes,No,No,No,No
SHID,740.0,47.99999999999999,754.25,763.1,894.2,1340.0,670.0,17.93812464279729,12390.0,-0.8887218045112781,No,No,No,No,No,No,Yes,Yes,Yes,No
SHIP,1705.0,51.06382978723405,1726.5,1503.5,1204.4,1825.0,780.0,69.51855110170642,91305.0,-0.7436090225563909,No,No,No,Yes,No,Yes,No,Yes,No,No
SICO,104.0,68.0,97.75,95.64,100.855,127.0,86.0,2.1126187080213765,1366575.0,-0.9843609022556391,No,No,Yes,Yes,Yes,Yes,No,No,No,No
SIDO,535.0,35.48387096774192,550.5,556.8,613.55,775.0,525.0,8.925864246249356,51266710.0,-0.9195488721804511,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
SILO,2370.0,56.41025641025641,2321.0,2418.4,2827.65,3750.0,2030.0,68.12334015296095,1504125.0,-0.643609022556391,No,No,No,No,No,No,Yes,Yes,No,No
SIMA,50.0,,50.0,50.0,50.0,50.0,50.0,0.0,0.0,-0.9924812030075187,No,No,Yes,No,Yes,No,No,Yes,Yes,No
SIMP,424.0,74.07407407407408,406.9,390.0,390.14,436.0,356.0,3.0847673144768866,4142280.0,-0.9362406015037594,No,No,Yes,Yes,Yes,Yes,No,No,No,No
SINI,3700.0,88.34355828220859,2918.0,2671.0,3103.825,5600.0,710.0,87.95333690995174,122270.0,-0.443609022556391,No,No,No,Yes,No,Yes,No,No,No,No
SIPD,755.0,62.5,753.0,736.6,858.875,1020.0,675.0,19.99177462214175,3365.0,-0.8864661654135338,No,No,Yes,No,Yes,No,No,Yes,No,No
SKBM,346.0,60.0,327.8,335.92,371.415,800.0,202.0,17.24254224494964,197540.0,-0.9479699248120301,No,No,No,No,No,No,No,No,No,No
SKLT,186.0,53.33333333333333,186.25,179.6,182.81,256.0,127.0,6.254261697789462,986805.0,-0.9720300751879699,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
SKRN,404.0,53.409090909090914,410.5,366.92,349.91,488.0,288.0,12.758485305056713,916995.0,-0.9392481203007519,No,No,No,Yes,Yes,Yes,No,Yes,No,No
SKYB,51.0,,51.0,51.0,51.0,51.0,51.0,0.0,0.0,-0.9923308270676692,No,No,Yes,No,Yes,No,No,Yes,Yes,No
SLIS,50.0,50.0,50.2,50.08,52.665,65.0,50.0,2.0384462388209332,8202850.0,-0.9924812030075187,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
SMAR,3620.0,57.89473684210526,3597.0,3535.8,3701.4,4350.0,3340.0,61.548012922016504,35585.0,-0.45563909774436095,No,No,No,No,No,No,No,Yes,No,No
SMBR,240.0,71.25,213.35,182.02,212.99,268.0,148.0,15.61510739182583,33115315.0,-0.9639097744360903,No,No,No,Yes,Yes,Yes,No,Yes,No,No
SMCB,775.0,,775.0,775.0,743.675,1400.0,605.0,0.0,0.0,-0.8834586466165414,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
SMDM,1430.0,67.24137931034483,1372.5,1574.6,825.995,2890.0,150.0,60.259853965239344,429170.0,-0.7849624060150375,No,No,No,Yes,No,No,No,Yes,No,No
SMDR,304.0,79.54545454545455,263.2,247.12,292.72,392.0,202.0,5.4714570286214474,18620705.0,-0.9542857142857143,No,No,Yes,Yes,Yes,Yes,No,No,No,No
SMGA,83.0,79.24528301886792,64.9,57.62,71.025,95.0,50.0,4.268612484437481,63098660.0,-0.9875187969924812,No,No,Yes,Yes,Yes,Yes,No,No,No,No
SMGR,2660.0,54.54545454545455,2540.5,2433.4,3319.85,4800.0,2090.0,37.47279714977198,16726300.0,-0.6,No,No,No,No,No,No,No,No,No,No
SMIL,250.0,10.077519379844958,341.0,343.64,250.375,535.0,107.0,23.82496479072841,98705240.0,-0.9624060150375939,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
SMKL,150.0,62.50000000000001,148.75,146.1,168.24,232.0,131.0,2.1496633555981437,252145.0,-0.9774436090225564,No,No,Yes,No,Yes,No,No,Yes,No,No
SMKM,67.0,77.41935483870968,48.65,48.24,63.8,98.0,43.0,2.079979735542647,5790855.0,-0.9899248120300752,No,No,Yes,Yes,Yes,Yes,No,No,No,No
SMLE,118.0,58.064516129032256,115.85,111.24,104.795,151.0,50.0,2.34576884832354,2896430.0,-0.9822556390977444,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
SMMA,15800.0,55.46218487394958,15722.5,15588.0,14954.375,16350.0,14200.0,339.93033341974575,45760.0,1.3759398496240602,No,No,No,Yes,No,Yes,No,No,Yes,No
SMMT,860.0,42.25352112676056,900.5,833.6,768.55,945.0,680.0,36.05916191211316,81300.0,-0.8706766917293233,No,No,No,Yes,No,Yes,No,No,Yes,No
SMRA,440.0,52.54237288135593,427.1,400.92,528.9,720.0,352.0,4.961960554123743,46032515.0,-0.9338345864661655,No,No,Yes,No,Yes,No,No,No,No,No
SMSM,1990.0,79.16666666666667,1839.5,1769.1,1900.0,2210.0,1555.0,21.606529225507945,1641040.0,-0.7007518796992481,No,No,No,Yes,No,Yes,No,No,No,No
SNLK,590.0,42.857142857142854,607.75,652.2,668.125,980.0,440.0,19.50708373127015,6923600.0,-0.9112781954887218,No,No,No,No,No,No,Yes,Yes,Yes,No
SOCI,165.0,66.66666666666666,161.95,153.32,166.215,194.0,135.0,3.1668513191187375,2037510.0,-0.975187969924812,No,No,Yes,No,Yes,No,No,No,No,No
SOFA,86.0,78.57142857142857,58.1,58.82,36.955,86.0,14.0,3.258591867911021,18467480.0,-0.9870676691729323,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
SOHO,690.0,68.18181818181819,668.0,646.2,660.95,765.0,492.0,36.77456214508011,97745.0,-0.8962406015037594,No,No,No,Yes,No,Yes,No,No,No,No
SOLA,111.0,79.16666666666667,82.6,63.04,53.44,690.0,31.0,8.054256796292266,97448430.0,-0.9833082706766917,No,No,Yes,Yes,Yes,Yes,No,No,No,No
SONA,3770.0,25.641025641025635,3886.5,3889.4,4143.65,10100.0,640.0,94.70174788536148,33415.0,-0.4330827067669173,No,No,No,No,No,No,Yes,Yes,Yes,No
SOSS,442.0,52.94117647058823,438.5,405.32,503.505,1050.0,270.0,21.885527539877376,67890.0,-0.9335338345864661,No,No,No,No,No,No,No,No,Yes,No
SOTS,284.0,60.0,282.7,288.64,298.18,362.0,141.0,16.202339009623376,43915.0,-0.9572932330827068,No,No,Yes,No,Yes,No,Yes,No,No,No
SOUL,38.0,38.46153846153846,39.7,37.7,31.205,66.0,9.0,1.1367080417099455,4636245.0,-0.9942857142857143,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
SPMA,262.0,41.17647058823529,262.3,265.64,292.72,338.0,254.0,4.148557125648081,292700.0,-0.9606015037593985,No,No,Yes,No,Yes,No,Yes,No,Yes,No
SPRE,234.0,74.28571428571428,210.45,179.1,211.63,388.0,134.0,3.126710043879331,34246595.0,-0.964812030075188,No,No,Yes,Yes,Yes,Yes,No,No,No,No
SPTO,700.0,69.23076923076923,668.75,631.8,611.325,720.0,488.0,13.118889551599768,743745.0,-0.8947368421052632,No,No,No,Yes,Yes,Yes,No,No,No,No
SQMI,45.0,63.333333333333336,40.75,29.34,32.925,51.0,19.0,0.6048052435177567,9196600.0,-0.9932330827067669,No,No,Yes,Yes,Yes,Yes,No,No,No,No
SRAJ,2990.0,57.14285714285714,2968.0,2696.8,2644.3,3510.0,1710.0,89.47066558324966,154630.0,-0.5503759398496241,No,No,No,Yes,No,Yes,No,No,No,No
SRIL,146.0,,146.0,146.0,146.0,146.0,146.0,0.0,0.0,-0.9780451127819549,No,No,Yes,No,Yes,No,No,Yes,Yes,No
SRSN,50.0,50.0,50.7,50.28,50.665,55.0,50.0,2.226633028982639,7699920.0,-0.9924812030075187,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
SRTG,1775.0,66.66666666666666,1587.5,1616.2,1980.425,2780.0,1225.0,53.32312128024548,11702120.0,-0.7330827067669172,No,No,No,No,No,No,No,No,No,No
SSIA,890.0,65.51724137931035,833.75,845.5,1044.9,1450.0,710.0,14.09320477967856,19372880.0,-0.8661654135338346,No,No,No,No,No,No,No,No,No,No
SSMS,1490.0,30.588235294117638,1572.25,1598.0,1297.95,2220.0,970.0,23.169853369687694,8557825.0,-0.7759398496240602,No,No,No,Yes,No,No,No,Yes,Yes,No
SSTM,208.0,67.96875,173.65,182.7,215.4,498.0,135.0,13.943117521732775,381300.0,-0.9687218045112782,No,No,Yes,No,Yes,No,No,Yes,No,No
STAA,825.0,39.024390243902445,858.25,854.1,835.575,925.0,710.0,8.413648054999062,15681375.0,-0.8759398496240601,No,No,No,No,No,No,Yes,Yes,Yes,No
STAR,42.0,60.97560975609756,33.1,30.16,45.04,54.0,18.0,1.1470786296378785,826335.0,-0.9936842105263158,No,No,Yes,No,Yes,No,No,No,No,No
STRK,67.0,90.47619047619048,53.4,51.36,50.34,69.0,50.0,4.736198777107977,118512430.0,-0.9899248120300752,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
STTP,10625.0,20.967741935483872,11333.75,11265.5,12902.125,16425.0,9900.0,929.7451192891629,5865.0,0.5977443609022557,No,No,No,No,No,No,Yes,Yes,Yes,No
SUGI,50.0,,50.0,50.0,50.0,50.0,50.0,0.0,0.0,-0.9924812030075187,No,No,Yes,No,Yes,No,No,Yes,Yes,No
SULI,89.0,51.85185185185185,86.65,81.38,88.165,118.0,70.0,6.962115521873956,6418455.0,-0.9866165413533835,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
SUNI,770.0,63.15789473684211,760.5,740.1,758.135,1070.0,464.0,9.610849127998067,738415.0,-0.8842105263157894,No,No,No,Yes,Yes,Yes,No,Yes,No,No
SUPR,43850.0,,43850.0,43858.0,43615.875,43875.0,39000.0,0.0,0.0,5.593984962406015,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
SURE,2310.0,55.26315789473684,2302.0,2318.4,2440.65,3620.0,2000.0,100.32971958242476,16790.0,-0.6526315789473685,No,No,No,No,No,No,Yes,Yes,No,No
SURI,58.0,64.0,53.5,51.5,76.03,470.0,50.0,3.743063748272016,12049320.0,-0.9912781954887218,No,No,Yes,No,Yes,No,No,No,Yes,No
SWAT,27.0,39.285714285714285,28.75,24.42,22.32,50.0,8.0,0.8207826255057434,759725.0,-0.9959398496240601,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
SWID,60.0,44.444444444444436,59.5,58.78,67.925,80.0,55.0,1.4964870838204583,323850.0,-0.9909774436090225,No,No,Yes,No,Yes,No,No,Yes,Yes,No
TALF,304.0,72.0,293.9,288.84,312.9,360.0,270.0,10.994735578189964,34150.0,-0.9542857142857143,No,No,Yes,No,Yes,No,No,Yes,No,No
TAMA,31.0,44.444444444444436,31.55,29.2,19.86,40.0,7.0,1.0052493340442816,125590.0,-0.9953383458646616,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
TAMU,16.0,83.33333333333333,13.1,13.98,16.51,42.0,5.0,0.4893603907302759,3433875.0,-0.997593984962406,No,No,Yes,No,Yes,No,No,No,Yes,No
TAPG,950.0,39.285714285714285,949.75,890.4,811.75,1020.0,540.0,16.87999438490818,31525085.0,-0.8571428571428572,No,No,No,Yes,No,Yes,No,No,Yes,No
TARA,9.0,44.444444444444436,9.0,9.48,10.145,14.0,4.0,0.5501195204259514,3001925.0,-0.9986466165413533,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
TAXI,7.0,42.857142857142854,7.4,7.76,6.415,13.0,1.0,0.5104176952196486,26247155.0,-0.9989473684210526,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
TAYS,60.0,64.70588235294119,54.55,51.82,61.565,97.0,50.0,7.199415174528118,15877620.0,-0.9909774436090225,No,No,Yes,No,Yes,No,No,No,Yes,No
TBIG,1985.0,51.04166666666667,2026.75,2052.2,1989.325,2240.0,1740.0,52.94237184666568,504150.0,-0.7015037593984963,No,No,No,No,No,No,Yes,Yes,No,No
TBLA,725.0,70.96774193548387,694.5,619.0,635.575,730.0,525.0,14.07451971369844,3295440.0,-0.8909774436090225,No,No,No,Yes,No,Yes,No,No,No,No
TBMS,885.0,42.857142857142854,888.5,892.2,903.825,995.0,830.0,10.69616261305256,34065.0,-0.8669172932330826,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
TCPI,5850.0,56.25,5708.75,5874.5,6758.625,8500.0,5025.0,138.859072822679,9709370.0,-0.12030075187969924,No,No,No,No,No,No,Yes,No,No,No
TDPM,119.0,,119.0,119.0,119.0,119.0,119.0,0.0,0.0,-0.9821052631578947,No,No,Yes,No,Yes,No,No,Yes,Yes,No
TEBE,645.0,29.16666666666667,678.75,671.9,657.775,870.0,540.0,10.572431872453032,3435755.0,-0.9030075187969925,No,No,No,No,No,No,Yes,Yes,Yes,No
TECH,50.0,,50.0,50.0,50.0,50.0,50.0,0.0,0.0,-0.9924812030075187,No,No,Yes,No,Yes,No,No,Yes,Yes,No
TELE,9.0,,9.0,9.0,9.065,19.0,2.0,0.0,0.0,-0.9986466165413533,No,No,Yes,No,Yes,No,No,Yes,Yes,No
TFAS,134.0,75.43859649122807,114.5,103.12,115.42,200.0,88.0,6.129308359079926,2435690.0,-0.9798496240601504,No,No,Yes,Yes,Yes,Yes,No,No,No,No
TFCO,500.0,,500.0,497.48,587.115,645.0,492.0,0.0,50.0,-0.924812030075188,No,No,Yes,No,Yes,No,No,Yes,Yes,No
TGKA,6375.0,52.0,6590.0,6245.0,6357.125,7325.0,5850.0,196.42780245896748,10350.0,-0.041353383458646586,No,No,No,Yes,No,Yes,No,Yes,No,No
TGRA,34.0,58.33333333333333,34.8,35.62,30.69,50.0,10.0,0.8271701362467294,421485.0,-0.9948872180451128,No,No,Yes,Yes,Yes,No,No,Yes,No,No
TGUK,111.0,82.92682926829268,70.7,59.9,54.1,111.0,50.0,9.63149985110099,30326780.0,-0.9833082706766917,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
TIFA,735.0,51.85185185185185,743.75,714.3,597.21,815.0,370.0,18.243600173115016,1920.0,-0.8894736842105263,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
TINS,1165.0,53.125,1127.0,1026.1,1090.2,1520.0,780.0,28.027242384831876,48533035.0,-0.824812030075188,No,No,No,Yes,No,Yes,No,No,No,No
TIRA,1970.0,48.192771084337345,2121.75,1599.0,756.845,2380.0,304.0,92.12977117496327,118940.0,-0.7037593984962406,No,No,No,Yes,No,Yes,No,Yes,No,No
TKIM,6100.0,76.47058823529412,5402.5,5055.5,6338.625,9000.0,4450.0,82.42181302948997,1523475.0,-0.08270676691729328,No,No,No,No,No,No,No,No,No,No
TLDN,575.0,48.57142857142857,578.25,542.0,513.485,630.0,438.0,8.409737458376284,850470.0,-0.9135338345864662,No,No,No,Yes,Yes,Yes,No,No,No,No
TLKM,2800.0,66.66666666666666,2639.0,2496.8,2748.6,3250.0,2290.0,32.682684936304675,98879290.0,-0.5789473684210527,No,No,No,Yes,No,Yes,No,No,No,No
TMAS,136.0,39.99999999999999,138.1,132.54,140.785,169.0,122.0,1.9194297159360867,4182395.0,-0.9795488721804512,No,No,Yes,No,Yes,No,No,Yes,No,No
TMPO,121.0,56.25,119.15,121.4,146.0,250.0,62.0,2.230765720009433,549895.0,-0.9818045112781955,No,No,Yes,No,Yes,No,Yes,Yes,No,No
TNCA,161.0,50.847457627118644,155.35,142.16,220.745,420.0,112.0,10.183965720824611,7065635.0,-0.9757894736842105,No,No,Yes,No,Yes,No,No,Yes,No,No
TOBA,462.0,80.24691358024691,393.0,354.6,419.91,700.0,202.0,15.686400409368021,38572985.0,-0.9305263157894736,No,No,No,Yes,Yes,Yes,No,No,No,No
TOOL,51.0,55.55555555555556,50.6,50.6,52.12,64.0,50.0,0.5231482759081773,698080.0,-0.9923308270676692,No,No,Yes,No,Yes,No,No,Yes,Yes,No
TOSK,50.0,,50.0,50.0,68.18,162.0,50.0,0.0,1910225.0,-0.9924812030075187,No,No,Yes,No,Yes,No,No,Yes,Yes,No
TOTL,775.0,91.17647058823529,683.25,604.9,641.225,830.0,442.0,15.667179906548604,5046580.0,-0.8834586466165414,No,No,No,Yes,No,Yes,No,No,No,No
TOTO,232.0,76.92307692307693,225.5,216.32,220.28,238.0,202.0,1.3917047148585833,897000.0,-0.9651127819548873,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
TOWR,600.0,64.51612903225806,578.5,544.26,699.865,880.0,460.0,9.524898115929023,23940815.0,-0.9097744360902256,No,No,No,No,Yes,No,No,No,No,No
TPIA,9675.0,78.19548872180451,8416.25,7582.0,8128.125,10625.0,5425.0,179.61948083281206,16963905.0,0.4548872180451127,No,No,No,Yes,No,Yes,No,No,No,No
TPMA,625.0,43.24324324324324,659.0,607.3,652.675,815.0,540.0,13.018205871723223,16467935.0,-0.9060150375939849,No,No,Yes,No,Yes,No,No,Yes,No,No
TRGU,176.0,42.857142857142854,178.1,181.52,197.0,218.0,152.0,2.9995613560810406,62875.0,-0.9735338345864661,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
TRIM,376.0,69.56521739130434,364.4,351.64,321.53,380.0,242.0,5.599812018696888,300655.0,-0.9434586466165413,No,No,Yes,Yes,Yes,Yes,No,No,No,No
TRIN,114.0,78.0,92.45,85.0,109.585,141.0,71.0,5.567528026775034,3711565.0,-0.9828571428571429,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
TRIS,163.0,43.47826086956522,161.6,159.88,171.65,206.0,153.0,2.007223773337276,407485.0,-0.9754887218045113,No,No,Yes,No,Yes,No,No,No,Yes,No
TRJA,147.0,60.0,143.95,149.14,177.415,210.0,125.0,3.859029045111169,172275.0,-0.9778947368421053,No,No,Yes,No,Yes,No,Yes,Yes,No,No
TRON,128.0,55.17241379310345,127.0,122.08,116.93,230.0,85.0,2.8704483259735873,1672680.0,-0.9807518796992482,No,No,Yes,Yes,Yes,Yes,No,No,No,No
TRST,484.0,51.05263157894737,490.75,497.72,508.17,600.0,404.0,8.472866905133113,22535.0,-0.9272180451127819,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
TRUE,16.0,80.0,14.25,14.38,17.4,25.0,11.0,0.44426155453556915,1428740.0,-0.997593984962406,No,No,Yes,No,Yes,No,No,Yes,No,No
TRUK,121.0,65.11627906976744,113.65,111.24,99.12,124.0,50.0,5.183729597445684,3360295.0,-0.9818045112781955,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
TRUS,490.0,13.483146067415731,509.85,848.02,659.825,1565.0,342.0,20.665952164262062,160695.0,-0.9263157894736842,No,No,No,No,No,No,Yes,Yes,Yes,No
TSPC,2570.0,40.476190476190474,2552.0,2425.4,2489.85,2840.0,1895.0,31.88796175944203,1107630.0,-0.6135338345864662,No,No,No,Yes,No,Yes,No,No,Yes,No
TUGU,995.0,41.07142857142856,1010.5,987.9,1074.325,1285.0,885.0,20.162171455546627,6300515.0,-0.850375939849624,No,No,No,No,No,No,No,No,Yes,No
TYRE,145.0,39.99999999999999,147.0,137.48,131.66,151.0,126.0,8.721419483239085,1844735.0,-0.9781954887218045,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
UANG,296.0,47.61904761904762,293.5,339.28,580.415,990.0,282.0,7.208182478601502,100380.0,-0.9554887218045113,No,No,Yes,No,Yes,No,Yes,No,Yes,No
UCID,550.0,40.0,561.75,612.0,797.325,1030.0,545.0,6.198471790656451,3009465.0,-0.9172932330827068,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
UDNG,308.0,100.0,210.85,133.06,69.045,308.0,38.0,3.791958237674147,1089390.0,-0.9536842105263158,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
UFOE,199.0,45.16129032258065,200.0,195.98,213.13225730895996,270.0,154.69613647460938,5.021008486715853,731030.0,-0.9700751879699248,No,No,Yes,No,Yes,No,No,Yes,Yes,No
ULTJ,1360.0,34.482758620689665,1376.75,1393.7,1673.6,2020.0,1315.0,9.046662653779196,2779085.0,-0.7954887218045112,No,No,No,No,No,No,Yes,Yes,No,No
UNIC,8725.0,76.0,7617.5,7352.5,7776.0,8800.0,6900.0,351.4514078861757,9465.0,0.3120300751879699,No,No,No,Yes,No,Yes,No,No,No,No
UNIQ,476.0,60.29411764705882,442.5,512.82,569.83,735.0,402.0,12.282207923947023,34088355.0,-0.9284210526315789,No,No,No,No,No,No,Yes,No,No,No
